cid,district,subway,community_average
1111027378837,7,1,69126
1111027378840,8,0,74064
1111027378842,7,1,56653
1111027378844,8,0,60822
1111027378846,4,0,49957
1111027378849,6,0,30278
1111027378850,7,1,97118
1111027378851,1,1,59015
1111027378852,1,1,105500
1111027378853,1,1,75184
1111027378860,4,0,40213
1111027378865,10,1,59015
1111027378867,7,0,89347
1111027378868,1,1,90270
1111027378870,1,1,93143
1111027378873,10,0,88813
1111027378874,10,1,179563
1111027378875,10,1,149872
1111027378877,1,1,88256
1111027378878,10,1,105325
1111027378881,1,1,88092
1111027378882,7,1,77336
1111027378885,8,1,82987
1111027378886,1,0,101833
1111027378887,1,1,85287
1111027378889,1,1,80845
1111027378890,7,1,73994
1111027378891,1,1,102103
1111027378892,1,1,93931
1111027378893,1,1,86456
1111027378894,1,1,108304
1111027378895,7,1,54439
1111027378896,7,1,58118
1111027378900,10,1,111218
1111027378902,7,1,24975
1111027378904,4,0,48717
1111027378908,6,0,27952
1111027378909,6,1,44394
1111027378910,10,1,76162
1111027378913,8,0,60611
1111027378914,6,0,48615
1111027378915,6,0,51924
1111027378919,10,1,59015
1111027378921,10,1,59015
1111027378928,2,0,47734
1111027378929,10,1,99594
1111027378931,8,0,59957
1111027378938,4,0,41347
1111027378940,9,0,51436
1111027378942,6,1,38208
1111027378943,7,0,66791
1111027378945,6,1,37612
1111027378946,2,0,43889
1111027378951,8,0,68148
1111027378953,1,1,59015
1111027378956,1,1,90413
1111027378957,1,1,59015
1111027378963,8,1,56523
1111027378966,8,0,65278
1111027378968,4,1,41149
1111027378970,4,0,40430
1111027378981,10,1,93400
1111027378984,10,1,105215
1111027378991,11,1,42525
1111027378992,11,1,45031
1111027378996,10,1,118423
1111027378997,10,0,123029
1111027378998,10,1,92360
1111027378999,7,1,70291
1111027379000,2,0,43366
1111027379002,10,1,83390
1111027379003,7,0,58862
1111027379007,6,1,43884
1111027379011,7,0,47475
1111027379017,4,1,40453
1111027379018,7,1,88193
1111027379019,9,0,57942
1111027379020,6,0,36705
1111027379022,6,0,38562
1111027379026,8,0,80715
1111027379027,8,1,98890
1111027379028,7,0,94584
1111027379029,7,1,94063
1111027379030,7,1,95151
1111027379032,11,0,35675
1111027379035,10,0,80170
1111027379036,2,0,56964
1111027379037,4,0,47122
1111027379038,10,0,70596
1111027379039,7,1,64109
1111027379045,7,0,75142
1111027379046,7,1,75933
1111027379049,10,0,80678
1111027379053,1,1,97786
1111027379056,8,0,48997
1111027379057,7,1,101599
1111027379060,7,1,67038
1111027379061,7,1,53781
1111027379063,5,0,35310
1111027379065,2,1,43696
1111027379066,7,0,42755
1111027379068,7,0,56812
1111027379069,7,1,90299
1111027379070,10,1,94460
1111027379075,7,1,72391
1111027379076,10,1,127532
1111027379078,7,0,81279
1111027379081,7,0,39856
1111027379082,7,0,59023
1111027379085,6,0,48886
1111027379088,1,1,59015
1111027379091,10,1,99419
1111027379098,3,0,49300
1111027379107,7,1,89330
1111027379111,7,0,71881
1111027379116,2,0,81880
1111027379118,6,0,30519
1111027379119,6,0,36625
1111027379130,8,0,89026
1111027379132,10,1,94570
1111027379148,10,0,51378
1111027379152,7,1,45616
1111027379153,7,1,81582
1111027379158,10,1,126113
1111027379159,7,0,37824
1111027379160,7,0,35083
1111027379162,8,1,92400
1111027379169,4,0,41471
1111027379171,8,0,63665
1111027379173,8,1,78864
1111027379175,7,0,48420
1111027379180,7,0,48169
1111027379186,8,0,85111
1111027379191,7,1,68332
1111027379192,7,1,65441
1111027379193,8,1,77837
1111027379194,1,1,59015
1111027379196,7,1,58204
1111027379197,7,1,67222
1111027379198,7,0,78113
1111027379201,7,1,53730
1111027379203,7,1,78726
1111027379206,7,1,57736
1111027379207,10,0,124680
1111027379208,10,0,119778
1111027379210,2,1,50828
1111027379212,2,0,51192
1111027379213,2,0,47482
1111027379215,7,0,73473
1111027379217,8,0,56762
1111027379219,6,1,42567
1111027379220,11,1,46078
1111027379225,7,0,61212
1111027379226,7,0,53324
1111027379227,7,0,55493
1111027379229,7,0,58963
1111027379231,7,1,71712
1111027379234,7,1,63914
1111027379241,10,1,111834
1111027379246,7,1,76694
1111027379247,7,1,64989
1111027379248,7,1,67681
1111027379249,10,1,116259
1111027379250,6,0,38558
1111027379251,7,1,65909
1111027379252,7,1,91822
1111027379254,1,1,54103
1111027379255,4,0,35321
1111027379257,6,0,42170
1111027379259,11,0,32117
1111027379260,6,0,33423
1111027379262,7,0,46135
1111027379264,7,1,62470
1111027379265,10,0,127398
1111027379266,2,0,66193
1111027379268,7,1,64473
1111027379269,10,1,98353
1111027379275,4,0,31774
1111027379283,2,0,54824
1111027379284,2,0,58174
1111027379285,2,1,56808
1111027379287,11,1,48244
1111027379288,3,0,54918
1111027379289,10,1,121817
1111027379292,7,1,68319
1111027379294,2,1,52214
1111027379296,2,1,53205
1111027379297,7,1,45307
1111027379301,10,1,82035
1111027379302,7,0,60436
1111027379303,7,1,77225
1111027379304,7,1,61913
1111027379305,6,0,40337
1111027379306,7,1,68712
1111027379310,6,0,34691
1111027379311,6,0,35102
1111027379313,6,0,42395
1111027379314,7,1,53142
1111027379315,7,1,70022
1111027379316,4,1,52902
1111027379317,7,1,75090
1111027379319,7,1,46339
1111027379321,7,1,69698
1111027379323,7,1,62456
1111027379326,7,1,59213
1111027379329,1,1,69990
1111027379332,7,1,62232
1111027379335,7,0,53983
1111027379336,7,1,47352
1111027379338,7,1,47079
1111027379340,7,1,41072
1111027379343,1,1,129890
1111027379348,1,1,130725
1111027379349,1,1,118631
1111027379351,1,1,115955
1111027379352,1,1,122883
1111027379353,1,1,101270
1111027379358,7,1,64245
1111027379361,7,1,72141
1111027379363,7,0,57090
1111027379365,2,0,51970
1111027379370,11,0,50908
1111027379372,7,1,82517
1111027379373,8,0,96125
1111027379380,7,0,88345
1111027379382,7,1,74397
1111027379383,7,1,67929
1111027379384,2,1,45346
1111027379386,7,0,62634
1111027379387,7,1,33053
1111027379389,2,0,63517
1111027379390,7,1,78682
1111027379391,7,0,72381
1111027379394,7,1,82608
1111027379397,6,1,54156
1111027379398,7,0,74614
1111027379399,7,1,53191
1111027379400,7,1,59270
1111027379401,7,1,58803
1111027379402,7,0,53758
1111027379404,7,1,55798
1111027379405,8,0,60555
1111027379406,6,0,46048
1111027379408,10,0,128320
1111027379409,10,0,127445
1111027379410,10,1,123204
1111027379411,10,1,100445
1111027379412,10,0,110628
1111027379413,10,1,101236
1111027379414,10,1,118940
1111027379415,10,0,100334
1111027379416,10,1,104664
1111027379417,10,1,107916
1111027379418,10,1,126202
1111027379419,10,0,118900
1111027379420,10,1,104574
1111027379421,10,1,100112
1111027379422,8,1,95291
1111027379423,10,1,103533
1111027379424,10,1,122504
1111027379426,1,1,59015
1111027379427,10,1,80800
1111027379428,10,1,113826
1111027379429,10,0,133021
1111027379430,10,0,129857
1111027379431,10,0,111073
1111027379437,7,1,65357
1111027379439,8,0,66683
1111027379440,1,1,72546
1111027379442,7,1,56126
1111027379445,10,1,90381
1111027379446,10,1,95951
1111027379450,7,1,66900
1111027379451,7,0,69530
1111027379452,7,1,68960
1111027379456,7,1,65720
1111027379457,7,1,77534
1111027379458,7,1,65934
1111027379460,8,0,70362
1111027379461,7,1,46814
1111027379462,1,1,84368
1111027379468,4,0,36774
1111027379480,7,1,59015
1111027379482,7,1,50425
1111027379483,7,1,50436
1111027379484,7,1,56265
1111027379487,10,1,93971
1111027379488,7,1,81813
1111027379489,7,0,55053
1111027379491,10,1,93628
1111027379493,8,0,75509
1111027379494,13,0,51223
1111027379497,8,0,62924
1111027379500,10,1,82911
1111027379502,6,1,76355
1111027379503,7,1,66771
1111027379505,7,1,52587
1111027379509,6,1,27117
1111027379510,10,1,75179
1111027379512,10,1,80547
1111027379513,10,1,81284
1111027379514,10,1,77737
1111027379515,6,0,45933
1111027379516,10,1,104198
1111027379520,7,0,43127
1111027379521,7,1,44288
1111027379523,10,1,117634
1111027379524,7,1,73675
1111027379525,7,1,31650
1111027379528,10,1,145316
1111027379532,7,0,43406
1111027379535,7,0,38491
1111027379536,7,0,41597
1111027379537,7,0,41587
1111027379538,10,1,78152
1111027379539,7,0,55373
1111027379543,1,1,92359
1111027379544,5,0,26625
1111027379545,10,1,59015
1111027379546,10,1,99416
1111027379547,11,1,44385
1111027379550,7,1,65210
1111027379551,7,0,75868
1111027379552,8,0,85229
1111027379558,7,0,92375
1111027379559,7,0,80807
1111027379560,7,1,89166
1111027379562,7,0,88592
1111027379566,13,0,40453
1111027379567,7,0,92358
1111027379569,1,1,95356
1111027379570,1,0,86880
1111027379571,1,1,103064
1111027379573,8,1,89925
1111027379574,6,0,27382
1111027379578,2,1,52889
1111027379580,10,1,111850
1111027379599,7,1,66952
1111027379605,13,0,44235
1111027379607,1,1,86806
1111027379616,7,1,59881
1111027379618,7,1,50426
1111027379622,7,1,98858
1111027379625,7,1,57119
1111027379626,13,0,34694
1111027379632,10,1,78372
1111027379633,7,1,59416
1111027379636,13,0,35434
1111027379638,8,0,80401
1111027379642,10,1,80699
1111027379643,7,1,79235
1111027379644,10,1,87843
1111027379645,13,0,42336
1111027379647,7,1,75789
1111027379649,1,1,58221
1111027379650,7,1,75991
1111027379651,1,1,61550
1111027379652,7,1,70543
1111027379653,7,1,74408
1111027379654,7,1,67419
1111027379655,7,1,75302
1111027379656,7,1,66716
1111027379657,7,0,70655
1111027379659,1,1,155772
1111027379661,7,1,68202
1111027379663,7,1,69760
1111027379664,6,0,33905
1111027379666,10,1,83849
1111027379667,7,1,58502
1111027379668,7,1,70924
1111027379669,7,1,64972
1111027379670,7,1,64403
1111027379671,7,1,64327
1111027379677,8,1,84583
1111027379678,8,1,91577
1111027379682,8,1,89988
1111027379686,8,1,94351
1111027379689,4,0,68041
1111027379690,10,1,77104
1111027379696,1,1,72760
1111027379697,1,1,83749
1111027379701,10,1,89334
1111027379704,1,1,92146
1111027379716,1,1,59829
1111027379717,1,1,63976
1111027379718,1,1,65274
1111027379719,1,1,69370
1111027379720,1,1,61243
1111027379725,2,1,52970
1111027379726,1,1,89697
1111027379727,1,1,93293
1111027379732,7,1,67292
1111027379739,7,0,67745
1111027379746,10,1,72425
1111027379749,7,1,63892
1111027379751,3,0,55220
1111027379765,1,1,45280
1111027379767,10,1,165561
1111027379776,11,1,42930
1111027379777,11,1,42790
1111027379783,7,1,49933
1111027379785,7,1,71727
1111027379787,6,0,46276
1111027379788,1,1,92246
1111027379795,7,1,50564
1111027379798,8,1,74493
1111027379799,6,0,43281
1111027379800,3,0,32802
1111027379801,1,1,120834
1111027379803,10,1,109407
1111027379804,7,1,83321
1111027379805,7,1,77472
1111027379806,10,1,59015
1111027379807,1,1,103503
1111027379809,7,1,86581
1111027379815,7,0,59015
1111027379818,7,1,64395
1111027379819,11,0,46049
1111027379822,1,1,62010
1111027379826,13,1,42076
1111027379828,10,1,91803
1111027379830,9,0,52160
1111027379834,7,1,58955
1111027379836,2,0,59419
1111027379840,6,0,29383
1111027379841,7,1,70685
1111027379842,7,1,66650
1111027379845,6,0,37479
1111027379849,6,0,46278
1111027379850,3,0,42697
1111027379853,13,0,32776
1111027379854,8,1,99095
1111027379858,1,1,117630
1111027379859,1,1,109114
1111027379860,1,1,106899
1111027379861,1,1,110409
1111027379865,10,1,101734
1111027379866,7,1,68063
1111027379867,7,1,66744
1111027379868,7,1,69700
1111027379869,7,1,63427
1111027379870,7,1,67859
1111027379871,7,1,65706
1111027379872,7,1,64120
1111027379873,7,1,66764
1111027379874,7,1,61591
1111027379875,7,1,60949
1111027379876,7,1,64987
1111027379879,7,1,66171
1111027379887,8,0,78759
1111027379888,1,1,87766
1111027379889,7,1,62595
1111027379895,2,0,66214
1111027379899,10,1,59015
1111027379900,10,1,132627
1111027379901,2,1,27632
1111027379906,7,0,62952
1111027379910,7,0,28039
1111027379911,10,1,102125
1111027379913,2,0,73377
1111027379915,1,1,90309
1111027379916,7,1,53232
1111027379917,7,1,65354
1111027379918,6,0,39766
1111027379919,6,0,37289
1111027379920,6,0,40386
1111027379923,10,0,80408
1111027379924,10,1,80682
1111027379925,10,1,90624
1111027379926,10,1,84116
1111027379927,10,1,81124
1111027379930,10,1,131589
1111027379931,10,1,155123
1111027379934,10,1,94627
1111027379936,10,1,99876
1111027379941,10,0,106800
1111027379943,6,1,40084
1111027379944,10,1,74142
1111027379960,10,1,115483
1111027379961,2,1,59395
1111027379963,2,1,58959
1111027379964,2,1,62231
1111027379966,10,1,120725
1111027379971,7,0,68789
1111027379973,7,0,50816
1111027379974,10,1,73910
1111027379975,10,1,121269
1111027379976,10,1,85955
1111027379983,10,1,103264
1111027379985,7,1,81544
1111027379986,10,1,109330
1111027379987,10,1,66697
1111027379989,10,1,83243
1111027379991,6,0,35150
1111027379995,10,1,98698
1111027379997,2,1,52814
1111027380000,11,1,47875
1111027380001,10,1,72037
1111027380003,7,1,62479
1111027380004,7,1,61882
1111027380005,7,1,61237
1111027380007,7,1,59420
1111027380008,10,1,91932
1111027380009,1,1,75786
1111027380010,7,0,51863
1111027380011,7,0,60134
1111027380012,7,1,44856
1111027380013,1,1,99065
1111027380016,1,1,77783
1111027380018,1,1,73922
1111027380019,1,1,76584
1111027380021,1,0,91782
1111027380023,1,1,117300
1111027380024,7,1,66957
1111027380027,1,1,54424
1111027380028,1,1,76306
1111027380030,1,1,73524
1111027380034,7,0,43990
1111027380035,5,0,31653
1111027380038,1,0,72389
1111027380040,6,0,36869
1111027380041,6,0,38983
1111027380042,6,0,35931
1111027380043,6,0,38281
1111027380044,6,0,39114
1111027380045,6,0,39940
1111027380046,6,1,35393
1111027380047,6,1,36629
1111027380048,6,1,35396
1111027380049,6,0,38156
1111027380050,6,0,36411
1111027380051,6,0,40934
1111027380052,7,0,46392
1111027380053,6,1,37661
1111027380054,6,1,33820
1111027380055,6,1,34439
1111027380056,3,0,46927
1111027380057,6,0,38384
1111027380062,8,1,65882
1111027380064,8,1,78350
1111027380068,10,0,82600
1111027380069,6,0,53652
1111027380071,2,1,48853
1111027380074,4,0,41055
1111027380075,7,1,83591
1111027380077,7,1,68351
1111027380088,6,1,46280
1111027380091,7,1,77143
1111027380092,1,1,80462
1111027380093,1,1,67995
1111027380094,1,1,81193
1111027380096,1,1,78804
1111027380097,1,1,78505
1111027380098,1,1,82930
1111027380099,6,0,24941
1111027380100,10,0,63154
1111027380101,7,1,129361
1111027380103,7,1,74239
1111027380104,10,0,106212
1111027380105,10,0,113284
1111027380106,7,1,51773
1111027380107,7,1,57797
1111027380111,1,1,68323
1111027380112,1,1,66402
1111027380114,1,1,68519
1111027380117,7,1,60110
1111027380120,7,1,93224
1111027380125,7,1,77726
1111027380126,8,1,91516
1111027380127,8,1,75239
1111027380129,8,1,85645
1111027380135,8,1,80032
1111027380138,13,0,37870
1111027380141,8,0,94204
1111027380143,7,1,73820
1111027380146,10,1,93305
1111027380148,7,1,86465
1111027380149,7,1,69470
1111027380153,8,1,90629
1111027380157,10,0,80133
1111027380166,8,1,74104
1111027380167,2,1,64953
1111027380168,1,1,59015
1111027380169,7,0,72148
1111027380170,10,1,113481
1111027380171,7,1,79774
1111027380174,6,0,38119
1111027380178,6,0,42127
1111027380179,6,0,39939
1111027380185,2,1,70638
1111027380189,6,0,45019
1111027380190,6,0,29584
1111027380191,6,0,22651
1111027380193,6,0,35621
1111027380200,6,0,45301
1111027380216,7,1,90807
1111027380217,7,0,45375
1111027380222,6,0,34535
1111027380227,9,0,48951
1111027380230,6,0,24604
1111027380233,6,0,38308
1111027380239,1,1,107251
1111027380241,8,1,93951
1111027380242,1,1,107168
1111027380244,7,1,76016
1111027380245,8,1,98937
1111027380246,6,0,44785
1111027380248,7,1,72972
1111027380252,10,1,60906
1111027380254,7,1,68452
1111027380255,10,1,59015
1111027380258,7,0,43325
1111027380259,7,1,64469
1111027380260,7,1,55784
1111027380262,10,1,97851
1111027380263,10,1,111689
1111027380265,8,1,84890
1111027380266,8,1,73475
1111027380269,8,0,76567
1111027380271,8,0,84606
1111027380282,8,1,80380
1111027380285,1,1,97705
1111027380288,1,1,138622
1111027380289,1,1,114407
1111027380293,8,0,65996
1111027380302,7,1,65595
1111027380303,7,1,67092
1111027380306,10,1,59015
1111027380309,7,1,60812
1111027380310,7,1,64178
1111027380311,7,1,57780
1111027380312,7,1,55316
1111027380314,1,1,113229
1111027380317,7,1,60348
1111027380318,7,1,54777
1111027380319,10,1,113175
1111027380320,7,1,59510
1111027380322,7,1,66864
1111027380323,1,1,81876
1111027380324,1,1,93700
1111027380329,13,0,44446
1111027380330,7,1,77211
1111027380331,10,1,59015
1111027380332,10,1,101452
1111027380333,7,0,71215
1111027380334,7,0,48809
1111027380337,8,1,74141
1111027380345,2,1,70205
1111027380346,2,1,57890
1111027380361,6,1,64122
1111027380362,10,0,84302
1111027380367,2,1,53235
1111027380369,6,0,49428
1111027380370,10,1,134983
1111027380372,10,0,120339
1111027380373,10,0,123654
1111027380378,7,1,65860
1111027380380,2,1,57053
1111027380382,10,1,73192
1111027380384,10,1,107650
1111027380386,2,1,50952
1111027380387,2,1,60602
1111027380392,6,0,38866
1111027380395,6,0,31091
1111027380396,6,0,32857
1111027380402,7,0,40116
1111027380403,7,0,39571
1111027380406,7,1,65702
1111027380407,8,1,87962
1111027380409,6,0,34641
1111027380410,6,0,31485
1111027380422,8,1,127805
1111027380424,8,1,91263
1111027380429,2,0,63742
1111027380430,10,1,95137
1111027380431,6,0,49371
1111027380433,8,0,85683
1111027380434,7,1,85570
1111027380436,7,1,57814
1111027380454,8,1,99216
1111027380460,8,0,102396
1111027380464,8,1,105652
1111027380472,7,1,55884
1111027380475,8,1,103630
1111027380476,8,1,83166
1111027380485,7,1,50164
1111027380488,1,1,63379
1111027380497,10,1,102195
1111027380498,10,1,92379
1111027380501,7,1,72467
1111027380502,10,1,92748
1111027380503,7,1,63841
1111027380504,10,1,98237
1111027380505,10,1,94302
1111027380506,10,1,129029
1111027380514,7,1,59186
1111027380515,7,1,60026
1111027380517,7,1,51255
1111027380518,7,1,56489
1111027380520,2,0,52101
1111027380521,2,1,56819
1111027380525,8,1,81204
1111027380533,2,1,57673
1111027380537,10,1,72455
1111027380544,8,1,78261
1111027380545,1,1,112036
1111027380548,8,1,82481
1111027380550,7,1,50166
1111027380552,10,1,90067
1111027380562,10,1,59015
1111027380566,10,0,94989
1111027380567,1,1,74909
1111027380568,10,0,87304
1111027380573,7,1,66102
1111027380574,7,1,64161
1111027380577,7,1,65931
1111027380578,7,1,64238
1111027380579,7,1,66670
1111027380587,7,1,58229
1111027380593,10,1,89752
1111027380594,10,1,75491
1111027380595,10,1,86818
1111027380596,10,1,81391
1111027380599,10,1,118375
1111027380601,10,1,88283
1111027380606,6,0,32379
1111027380610,2,0,48942
1111027380611,7,1,103114
1111027380612,7,1,52106
1111027380618,10,0,59015
1111027380621,10,1,133828
1111027380622,7,1,82168
1111027380623,6,0,47992
1111027380624,11,0,37897
1111027380626,11,0,36885
1111027380627,11,0,41407
1111027380628,11,0,43244
1111027380629,10,1,109892
1111027380637,1,1,59015
1111027380639,1,1,77274
1111027380641,2,1,46009
1111027380645,10,1,107645
1111027380650,7,0,62021
1111027380656,10,1,101676
1111027380659,10,1,127321
1111027380660,10,0,129754
1111027380662,10,0,120726
1111027380664,3,1,45943
1111027380668,7,0,74566
1111027380671,9,0,46335
1111027380673,1,1,65109
1111027380678,8,1,84427
1111027380679,2,0,47726
1111027380680,7,1,58128
1111027380681,7,1,61408
1111027380683,7,0,50112
1111027380684,7,1,54276
1111027380686,7,1,44796
1111027380687,4,0,41367
1111027380688,10,0,66778
1111027380689,8,1,104613
1111027380691,7,1,72473
1111027380693,1,1,121707
1111027380695,10,0,128345
1111027380696,1,1,85092
1111027380697,10,0,130635
1111027380701,7,0,71853
1111027380703,7,1,56881
1111027380704,7,1,80504
1111027380705,10,0,129835
1111027380706,10,0,134587
1111027380707,10,0,130297
1111027380716,10,0,136619
1111027380717,1,1,88526
1111027380720,8,0,68479
1111027380722,8,0,87365
1111027380725,10,1,119855
1111027380729,7,1,61993
1111027380731,7,0,82311
1111027380732,11,0,43455
1111027380733,2,0,58954
1111027380734,10,1,59015
1111027380736,7,1,69186
1111027380738,7,1,72579
1111027380742,7,1,72282
1111027380746,7,1,71083
1111027380749,7,1,69414
1111027380750,7,1,75155
1111027380751,7,1,71003
1111027380753,1,1,59015
1111027380759,7,1,72965
1111027380762,7,1,69496
1111027380763,7,1,60933
1111027380767,1,1,55827
1111027380768,1,1,58449
1111027380769,1,1,62167
1111027380770,1,1,56462
1111027380772,1,1,68176
1111027380773,1,1,62062
1111027380789,10,1,108539
1111027380792,10,1,131810
1111027380795,10,1,127119
1111027380796,10,1,132870
1111027380805,10,1,77119
1111027380811,7,1,89860
1111027380812,10,1,59015
1111027380814,10,1,109782
1111027380816,10,1,81588
1111027380820,2,1,47480
1111027380822,2,1,51836
1111027380825,2,1,48935
1111027380826,10,1,76920
1111027380827,10,1,98975
1111027380828,10,1,76617
1111027380837,6,0,35347
1111027380839,1,1,73119
1111027380840,10,1,101481
1111027380843,7,1,72130
1111027380847,11,1,47048
1111027380848,7,1,35630
1111027380853,10,1,86875
1111027380856,10,0,79386
1111027380857,7,1,76971
1111027380858,3,0,32924
1111027380862,10,1,99997
1111027380871,7,1,84349
1111027380872,6,0,35860
1111027380878,1,1,85870
1111027380884,4,0,38959
1111027380887,1,1,82971
1111027380888,10,1,59015
1111027380890,1,1,89043
1111027380893,1,1,80890
1111027380894,10,1,80976
1111027380895,7,1,63401
1111027380896,7,1,66177
1111027380897,1,1,91725
1111027380899,7,1,91697
1111027380903,7,1,75776
1111027380904,7,1,72061
1111027380905,7,1,68734
1111027380906,7,1,69386
1111027380907,7,1,71188
1111027380909,7,1,72753
1111027380911,1,1,92338
1111027380913,7,1,73123
1111027380914,6,0,30340
1111027380916,1,1,95448
1111027380917,10,1,92565
1111027380926,1,1,59015
1111027380929,7,1,77424
1111027380930,1,1,95392
1111027380931,1,1,87809
1111027380935,10,1,122334
1111027380939,10,1,101489
1111027380940,10,1,104250
1111027380942,10,1,102277
1111027380943,10,1,102068
1111027380945,10,1,116003
1111027380949,10,1,97025
1111027380953,10,1,121193
1111027380954,10,1,128683
1111027380956,7,1,72926
1111027380960,7,1,52749
1111027380965,2,1,67822
1111027380966,10,1,71046
1111027380971,9,0,42325
1111027380977,10,1,75358
1111027380978,7,1,42324
1111027380983,4,0,44396
1111027380987,10,1,128397
1111027380988,10,0,121904
1111027380990,4,0,36914
1111027380991,4,0,34506
1111027380993,1,1,59015
1111027380995,8,1,70958
1111027380996,8,1,52390
1111027381003,6,1,50205
1111027381005,1,1,96498
1111027381011,1,1,104751
1111027381012,1,1,106210
1111027381013,1,1,112534
1111027381014,1,1,111567
1111027381018,10,1,103202
1111027381020,10,1,111665
1111027381021,7,0,56631
1111027381023,10,1,76922
1111027381028,10,1,101845
1111027381039,2,0,51144
1111027381044,2,0,55055
1111027381046,11,0,37601
1111027381053,10,0,83245
1111027381054,10,1,81637
1111027381055,10,0,81321
1111027381056,10,1,59015
1111027381059,10,0,122633
1111027381060,2,1,49715
1111027381062,2,1,53098
1111027381063,10,0,105479
1111027381065,2,1,58941
1111027381066,2,1,58524
1111027381067,8,1,72168
1111027381072,11,0,35854
1111027381074,10,0,93002
1111027381078,8,1,90890
1111027381083,10,1,85921
1111027381087,1,1,110718
1111027381090,10,1,112339
1111027381092,2,1,56451
1111027381096,1,1,84921
1111027381101,7,1,67308
1111027381104,10,1,109755
1111027381108,10,1,108724
1111027381112,10,1,127944
1111027381113,10,1,132451
1111027381115,10,1,59015
1111027381116,10,1,102684
1111027381122,9,0,44043
1111027381130,8,1,103248
1111027381138,8,1,95282
1111027381142,8,1,92027
1111027381158,10,1,122396
1111027381159,7,0,67624
1111027381160,1,1,92522
1111027381162,1,1,116117
1111027381163,4,0,36258
1111027381164,1,1,90360
1111027381167,1,1,51331
1111027381168,10,1,121006
1111027381171,10,1,137663
1111027381172,10,1,121341
1111027381174,1,1,62588
1111027381192,10,1,59015
1111027381193,10,1,129589
1111027381194,10,1,134788
1111027381198,10,1,59015
1111027381209,7,1,63664
1111027381211,11,0,48163
1111027381219,11,0,46249
1111027381222,1,1,148155
1111027381224,1,1,59015
1111027381225,7,1,57548
1111027381231,10,1,130791
1111027381238,7,0,62851
1111027381250,1,1,116904
1111027381254,10,0,126393
1111027381257,10,1,128359
1111027381260,10,1,130740
1111027381264,10,0,123801
1111027381266,10,1,132240
1111027381268,10,1,132507
1111027381269,10,0,134198
1111027381270,10,0,135229
1111027381271,10,0,137111
1111027381275,10,1,59015
1111027381284,10,1,133064
1111027381288,10,1,111445
1111027381291,10,1,99603
1111027381292,10,1,89148
1111027381293,10,1,92127
1111027381301,8,1,97372
1111027381304,8,0,79198
1111027381305,9,0,50041
1111027381306,10,1,64403
1111027381308,10,1,104366
1111027381311,6,1,37439
1111027381312,1,1,111182
1111027381313,1,1,88755
1111027381314,10,1,95480
1111027381315,10,1,158737
1111027381324,13,1,39215
1111027381325,7,1,37951
1111027381326,2,1,56538
1111027381327,10,1,120149
1111027381328,1,1,77662
1111027381332,10,1,93942
1111027381336,1,1,81854
1111027381343,8,1,70328
1111027381347,1,1,79901
1111027381349,7,1,50916
1111027381353,7,1,93200
1111027381357,7,1,65355
1111027381363,4,0,46634
1111027381364,1,1,120447
1111027381366,6,0,40712
1111027381367,1,1,103883
1111027381377,7,0,64312
1111027381383,7,0,66647
1111027381384,7,1,65882
1111027381386,8,0,75478
1111027381399,8,0,77025
1111027381402,4,0,30795
1111027381403,13,0,43947
1111027381407,1,1,67515
1111027381409,7,1,56652
1111027381416,7,0,67756
1111027381418,7,0,68380
1111027381421,6,0,33840
1111027381423,2,0,39342
1111027381424,8,0,75739
1111027381425,1,1,93182
1111027381427,2,0,38705
1111027381428,5,0,32460
1111027381430,2,0,39408
1111027381432,2,0,39835
1111027381435,10,1,59015
1111027381442,1,1,83588
1111027381443,1,1,99743
1111027381444,4,0,37228
1111027381447,8,1,84771
1111027381454,7,1,55992
1111027381455,8,1,80321
1111027381456,10,1,72569
1111027381457,10,1,108547
1111027381458,10,1,100239
1111027381460,10,1,98973
1111027381465,10,1,115648
1111027381466,10,1,95537
1111027381467,10,1,96627
1111027381468,10,1,93960
1111027381469,10,1,97028
1111027381470,10,1,87575
1111027381473,1,1,91970
1111027381474,1,1,82774
1111027381477,1,1,85514
1111027381479,1,1,89013
1111027381482,2,1,62417
1111027381484,8,1,82764
1111027381485,7,1,59015
1111027381486,8,0,67445
1111027381488,7,1,70861
1111027381489,1,1,78706
1111027381490,10,0,83881
1111027381498,6,0,38163
1111027381499,10,1,71253
1111027381500,7,1,80441
1111027381501,7,1,62480
1111027381502,10,1,80447
1111027381503,10,0,95861
1111027381504,10,0,94477
1111027381505,10,0,89209
1111027381506,10,0,96342
1111027381508,10,0,90102
1111027381509,7,1,73061
1111027381510,7,0,67062
1111027381512,10,0,81504
1111027381514,2,0,55753
1111027381515,7,0,72567
1111027381517,3,0,33518
1111027381518,13,1,38143
1111027381520,1,1,85383
1111027381523,7,1,75302
1111027381524,7,1,71466
1111027381525,13,1,36953
1111027381529,2,1,44116
1111027381533,8,0,76934
1111027381537,7,1,48937
1111027381543,2,0,51327
1111027381544,7,0,84680
1111027381546,9,1,47958
1111027381547,6,0,34863
1111027381548,7,1,49307
1111027381549,6,0,34628
1111027381551,7,1,45596
1111027381554,8,0,70947
1111027381558,10,1,105890
1111027381582,1,0,74095
1111027381583,1,1,73591
1111027381584,1,0,71858
1111027381585,1,1,66784
1111027381588,7,0,50636
1111027381596,3,0,54666
1111027381597,8,0,65799
1111027381601,8,1,92121
1111027381614,8,1,81571
1111027381626,3,1,43080
